condition_key,w_inter,trial_idx,seed,a_hat_value
WT,4.0,,,0.15637017238838705
WT,4.0,,,0.0790195464388001
WT,4.0,,,0.086762651173085
WT,4.0,,,0.00887550387591277
WT,4.0,,,0.07691844098043656
WT,4.0,,,0.010958842212857903
WT,4.0,,,0.08024421114061336
WT,4.0,,,0.047755292467607985
WT,4.0,,,0.05240942791588504
WT,4.0,,,0.03627977928607018
WT,4.0,,,0.16329373759683052
WT,4.0,,,0.08791910580489726
WT,4.0,,,0.12909134666477623
WT,4.0,,,0.06982369987373792
WT,4.0,,,0.06341677564512488
WT,4.0,,,0.06706283384491923
WT,4.0,,,0.074118510922668
WT,4.0,,,0.024228282922525504
WT,4.0,,,0.00887550387591277
WT,4.0,,,0.08153237210164259
WT,4.0,,,0.051287534495203256
WT,4.0,,,0.06593632501349876
WT,4.0,,,0.053707115090302404
WT,4.0,,,0.032643138801288975
WT,4.0,,,0.04773373656646605
WT,4.0,,,0.018664464205475104
WT,4.0,,,0.18066965099464738
WT,4.0,,,0.04993276659033651
WT,4.0,,,0.09151266927256088
WT,4.0,,,0.08422759657804889
WT,4.0,,,0.0754650446170404
WT,4.0,,,0.07598410199562688
WT,4.0,,,0.03727555376749048
WT,4.0,,,0.056432919556352
WT,4.0,,,0.08153237210164259
WT,4.0,,,0.02093895508790215
WT,4.0,,,0.018555626780997633
WT,4.0,,,0.038985833975483754
WT,4.0,,,0.05540343727459629
WT,4.0,,,0.0939607651807748
WT,4.0,,,0.11566586669251644
WT,4.0,,,0.049445796952226236
WT,4.0,,,0.04970301523410352
WT,4.0,,,0.06536203065505074
WT,4.0,,,0.015680233985466766
WT,4.0,,,0.07379518636690245
WT,4.0,,,0.03909758397622923
WT,4.0,,,0.09314225052519455
WT,4.0,,,0.016489067751969493
WT,4.0,,,0.06251097203774304
WT,4.0,,,0.02093895508790215
WT,4.0,,,0.0958744000806837
WT,4.0,,,0.07579564883217901
WT,4.0,,,0.06972817387138043
WT,4.0,,,0.051028249577389787
WT,4.0,,,0.009881216914389071
WT,4.0,,,0.07166155881884312
WT,4.0,,,0.052860007764876434
WT,4.0,,,0.05778101783465284
WT,4.0,,,0.0702053188065566
WT,4.0,,,0.03235649489835063
WT,4.0,,,0.05071519912182497
WT,4.0,,,0.10068489099244138
WT,4.0,,,0.09165061143175657
WT,4.0,,,0.05688744664263224
WT,4.0,,,0.16044347754831986
